Timestamp,"Grado escolar (Aula de cómputo u oficinas marcar ""otro"")",Grupo,¿Cuántos alumnos en total asistieron a clase a este salón de clase el día de hoy?, ¿Se reportó HOY algún nuevo caso de Covid en alguna persona que haya usado este salón de clase  (personal docente o alumnos)?,¿Cuál de las siguientes opciones describe mejor el uso del cubre bocas en este salón de clase?,¿Cuál de las siguientes opciones describe mejor el uso del purificador el día de hoy?,¿Cuál es la razón por la que no fue usado o estuvo apagado temporalmente el purificador?,¿Cuál de las siguientes opciones describe mejor la situación de las ventanas de este salón de clase?,¿Por qué razón se decidió cerrar o mantener cerradas las ventanas durante la jornada escolar de hoy?,¿Cuál de las siguientes opciones describe mejor la situación de la puerta principal de este salón de clase?,¿Por qué razón se decidió cerrar o mantener cerrada la puerta durante la jornada escolar de hoy?,Turno,¿Puedes subir una foto o video  de tu salón de clases donde se vea el purificador y los alumnos (de espaldas)?
9/20/2021 12:23:06,5to,B,9,No,Todas las personas en este salón utilizaron el cubre bocas continuamente el día de hoy,El purificador se utilizó la totalidad de tiempo de clase (sin contar tiempo de recreo),,Las ventanas estuvieron abiertas toda la jornada escolar de hoy,,La puerta estuvo abierta toda la jornada escolar de hoy,,Matutino,
9/20/2021 12:25:15,6to,B,9,No,Todas las personas en este salón utilizaron el cubre bocas continuamente el día de hoy,El purificador se utilizó la totalidad de tiempo de clase (sin contar tiempo de recreo),,Las ventanas estuvieron abiertas toda la jornada escolar de hoy,,La puerta estuvo abierta toda la jornada escolar de hoy,,Matutino,
9/20/2021 12:26:30,1ero,B,5,No,Todas las personas en este salón utilizaron el cubre bocas continuamente el día de hoy,El purificador se utilizó la totalidad de tiempo de clase (sin contar tiempo de recreo),,Las ventanas estuvieron abiertas toda la jornada escolar de hoy,,La puerta estuvo abierta toda la jornada escolar de hoy,,Matutino,
9/20/2021 12:26:47,3ero,A,10,No,Todas las personas en este salón utilizaron el cubre bocas continuamente el día de hoy,El purificador se utilizó la totalidad de tiempo de clase (sin contar tiempo de recreo),,Las ventanas estuvieron abiertas toda la jornada escolar de hoy,,La puerta estuvo abierta toda la jornada escolar de hoy,,Matutino,
9/20/2021 12:28:45,4to,B,7,No sabe,Todas las personas en este salón utilizaron el cubre bocas continuamente el día de hoy,El purificador se utilizó la totalidad de tiempo de clase (sin contar tiempo de recreo),,Las ventanas estuvieron abiertas toda la jornada escolar de hoy,,La puerta estuvo abierta toda la jornada escolar de hoy,,Matutino,
9/20/2021 12:28:55,4to,A,7,No,Todas las personas en este salón utilizaron el cubre bocas continuamente el día de hoy,El purificador se utilizó la totalidad de tiempo de clase (sin contar tiempo de recreo),,Las ventanas estuvieron abiertas toda la jornada escolar de hoy,,La puerta estuvo abierta toda la jornada escolar de hoy,,Matutino,
9/20/2021 12:30:51,1ero,A,5,No,Todas las personas en este salón utilizaron el cubre bocas continuamente el día de hoy,El purificador se utilizó la totalidad de tiempo de clase (sin contar tiempo de recreo),,Las ventanas estuvieron abiertas toda la jornada escolar de hoy,,La puerta estuvo abierta toda la jornada escolar de hoy,,Matutino,
9/20/2021 12:32:59,3ero,B,8,No,Todas las personas en este salón utilizaron el cubre bocas continuamente el día de hoy,El purificador se utilizó la totalidad de tiempo de clase (sin contar tiempo de recreo),,Las ventanas estuvieron abiertas toda la jornada escolar de hoy,,La puerta estuvo abierta toda la jornada escolar de hoy,,Matutino,
9/20/2021 12:33:00,5to,A,7,No,Todas las personas en este salón utilizaron el cubre bocas continuamente el día de hoy,El purificador se utilizó la totalidad de tiempo de clase (sin contar tiempo de recreo),,Las ventanas estuvieron abiertas toda la jornada escolar de hoy,,La puerta estuvo abierta toda la jornada escolar de hoy,,Matutino,
9/20/2021 12:34:17,2do,B,5,No,Todas las personas en este salón utilizaron el cubre bocas continuamente el día de hoy,El purificador se utilizó la totalidad de tiempo de clase (sin contar tiempo de recreo),,Las ventanas estuvieron abiertas toda la jornada escolar de hoy,,La puerta estuvo abierta toda la jornada escolar de hoy,,Matutino,
9/20/2021 12:39:27,2do,A,9,No,Todas las personas en este salón utilizaron el cubre bocas continuamente el día de hoy,El purificador se utilizó la totalidad de tiempo de clase (sin contar tiempo de recreo),,Las ventanas estuvieron abiertas toda la jornada escolar de hoy,,La puerta estuvo abierta toda la jornada escolar de hoy,,Matutino,
9/20/2021 13:21:38,Otro,No aplica,3 personal  Udeei,No sabe,Todas las personas en este salón utilizaron el cubre bocas continuamente el día de hoy,El purificador se utilizó la totalidad de tiempo de clase (sin contar tiempo de recreo),,Las ventanas estuvieron abiertas toda la jornada escolar de hoy,,La puerta estuvo abierta toda la jornada escolar de hoy,,Matutino,"https://drive.google.com/open?id=1lxW4zm0S9ruL-JAD2_AssGZGRb1mrPlF, https://drive.google.com/open?id=19ULARmxZtceSMUmIZbNoLBLMR3qCRsNl"
9/21/2021 12:05:36,3ero,A,3,No,Todas las personas en este salón utilizaron el cubre bocas continuamente el día de hoy,El purificador se utilizó la totalidad de tiempo de clase (sin contar tiempo de recreo),,Las ventanas estuvieron abiertas toda la jornada escolar de hoy,,La puerta estuvo abierta toda la jornada escolar de hoy,,Matutino,
9/21/2021 12:23:13,5to,B,10,No,Todas las personas en este salón utilizaron el cubre bocas continuamente el día de hoy,El purificador se utilizó la totalidad de tiempo de clase (sin contar tiempo de recreo),,Las ventanas estuvieron abiertas toda la jornada escolar de hoy,,La puerta estuvo abierta toda la jornada escolar de hoy,,Matutino,
9/21/2021 12:24:15,3ero,B,7,No,Todas las personas en este salón utilizaron el cubre bocas continuamente el día de hoy,El purificador se utilizó la totalidad de tiempo de clase (sin contar tiempo de recreo),,Las ventanas estuvieron abiertas toda la jornada escolar de hoy,,La puerta estuvo abierta toda la jornada escolar de hoy,,Matutino,
9/21/2021 12:25:06,4to,B,9,No sabe,Todas las personas en este salón utilizaron el cubre bocas continuamente el día de hoy,El purificador se utilizó la totalidad de tiempo de clase (sin contar tiempo de recreo),,Las ventanas estuvieron abiertas toda la jornada escolar de hoy,,La puerta estuvo abierta toda la jornada escolar de hoy,,Matutino,
9/21/2021 12:25:33,6to,A,8,No,Todas las personas en este salón utilizaron el cubre bocas continuamente el día de hoy,El purificador se utilizó la totalidad de tiempo de clase (sin contar tiempo de recreo),,Las ventanas estuvieron abiertas toda la jornada escolar de hoy,,La puerta estuvo abierta toda la jornada escolar de hoy,,Matutino,
9/21/2021 12:26:04,2do,B,4,No,Todas las personas en este salón utilizaron el cubre bocas continuamente el día de hoy,El purificador se utilizó la totalidad de tiempo de clase (sin contar tiempo de recreo),,Las ventanas estuvieron abiertas toda la jornada escolar de hoy,,La puerta estuvo abierta toda la jornada escolar de hoy,,Matutino,
9/21/2021 12:26:55,5to,A,8,No,Todas las personas en este salón utilizaron el cubre bocas continuamente el día de hoy,El purificador se utilizó la totalidad de tiempo de clase (sin contar tiempo de recreo),,Las ventanas estuvieron abiertas toda la jornada escolar de hoy,,La puerta estuvo abierta toda la jornada escolar de hoy,,Matutino,
9/21/2021 12:31:07,1ero,A,7,No,Todas las personas en este salón utilizaron el cubre bocas continuamente el día de hoy,El purificador se utilizó la totalidad de tiempo de clase (sin contar tiempo de recreo),,Las ventanas estuvieron abiertas toda la jornada escolar de hoy,,La puerta estuvo abierta toda la jornada escolar de hoy,,Matutino,
9/21/2021 13:38:33,2do,A,5,No,Todas las personas en este salón utilizaron el cubre bocas continuamente el día de hoy,El purificador se utilizó la totalidad de tiempo de clase (sin contar tiempo de recreo),,Las ventanas estuvieron abiertas toda la jornada escolar de hoy,,La puerta estuvo abierta toda la jornada escolar de hoy,,Matutino,
9/21/2021 15:44:36,1ero,B,6,No,Todas las personas en este salón utilizaron el cubre bocas continuamente el día de hoy,El purificador se utilizó la totalidad de tiempo de clase (sin contar tiempo de recreo),,Las ventanas estuvieron abiertas toda la jornada escolar de hoy,,La puerta estuvo abierta toda la jornada escolar de hoy,,Matutino,
9/22/2021 12:23:53,4to,B,7,No sabe,Todas las personas en este salón utilizaron el cubre bocas continuamente el día de hoy,El purificador se utilizó la totalidad de tiempo de clase (sin contar tiempo de recreo),,Las ventanas estuvieron abiertas toda la jornada escolar de hoy,,La puerta estuvo abierta toda la jornada escolar de hoy,,Matutino,
9/22/2021 12:24:14,1ero,B,8,No,Todas las personas en este salón utilizaron el cubre bocas continuamente el día de hoy,El purificador se utilizó la totalidad de tiempo de clase (sin contar tiempo de recreo),,Las ventanas estuvieron abiertas toda la jornada escolar de hoy,,La puerta estuvo abierta toda la jornada escolar de hoy,,Matutino,
9/22/2021 12:24:41,3ero,A,11,No,Todas las personas en este salón utilizaron el cubre bocas continuamente el día de hoy,El purificador se utilizó la totalidad de tiempo de clase (sin contar tiempo de recreo),,Las ventanas estuvieron abiertas toda la jornada escolar de hoy,,La puerta estuvo abierta toda la jornada escolar de hoy,,Matutino,
9/22/2021 12:24:48,1ero,A,6,No,Todas las personas en este salón utilizaron el cubre bocas continuamente el día de hoy,El purificador se utilizó la totalidad de tiempo de clase (sin contar tiempo de recreo),,Las ventanas estuvieron abiertas toda la jornada escolar de hoy,,La puerta estuvo abierta toda la jornada escolar de hoy,,Matutino,
9/22/2021 12:25:02,1ero,B,8,No,Todas las personas en este salón utilizaron el cubre bocas continuamente el día de hoy,El purificador se utilizó la totalidad de tiempo de clase (sin contar tiempo de recreo),,Las ventanas estuvieron abiertas toda la jornada escolar de hoy,,La puerta estuvo abierta toda la jornada escolar de hoy,,Matutino,
9/22/2021 12:26:08,6to,B,9,No,Todas las personas en este salón utilizaron el cubre bocas continuamente el día de hoy,El purificador se utilizó la totalidad de tiempo de clase (sin contar tiempo de recreo),,Las ventanas estuvieron abiertas toda la jornada escolar de hoy,,La puerta estuvo abierta toda la jornada escolar de hoy,,Matutino,
9/22/2021 12:26:39,5to,B,9,No,Todas las personas en este salón utilizaron el cubre bocas continuamente el día de hoy,El purificador se utilizó la totalidad de tiempo de clase (sin contar tiempo de recreo),,Las ventanas estuvieron abiertas toda la jornada escolar de hoy,,La puerta estuvo abierta toda la jornada escolar de hoy,,Matutino,
9/22/2021 12:32:17,3ero,B,7,No,Todas las personas en este salón utilizaron el cubre bocas continuamente el día de hoy,El purificador se utilizó la totalidad de tiempo de clase (sin contar tiempo de recreo),,Las ventanas estuvieron abiertas toda la jornada escolar de hoy,,La puerta estuvo abierta toda la jornada escolar de hoy,,Matutino,
9/22/2021 12:32:42,Otro,No aplica,7 personal UDEEI,No,Todas las personas en este salón utilizaron el cubre bocas continuamente el día de hoy,El purificador se utilizó la totalidad de tiempo de clase (sin contar tiempo de recreo),,Las ventanas estuvieron abiertas toda la jornada escolar de hoy,,La puerta estuvo abierta toda la jornada escolar de hoy,,Matutino,
9/22/2021 13:26:42,5to,A,6,No,Todas las personas en este salón utilizaron el cubre bocas continuamente el día de hoy,El purificador se utilizó la totalidad de tiempo de clase (sin contar tiempo de recreo),,Las ventanas estuvieron abiertas toda la jornada escolar de hoy,,La puerta estuvo abierta toda la jornada escolar de hoy,,Matutino,
9/22/2021 14:35:52,2do,A,8,No,Todas las personas en este salón utilizaron el cubre bocas continuamente el día de hoy,El purificador se utilizó la totalidad de tiempo de clase (sin contar tiempo de recreo),,Las ventanas estuvieron abiertas toda la jornada escolar de hoy,,La puerta estuvo abierta toda la jornada escolar de hoy,,Matutino,
9/23/2021 12:28:03,4to,B,9,No sabe,Todas las personas en este salón utilizaron el cubre bocas continuamente el día de hoy,El purificador se utilizó la totalidad de tiempo de clase (sin contar tiempo de recreo),,Las ventanas estuvieron abiertas toda la jornada escolar de hoy,,La puerta estuvo abierta toda la jornada escolar de hoy,,Matutino,
9/23/2021 12:29:17,1ero,A,6,No,Todas las personas en este salón utilizaron el cubre bocas continuamente el día de hoy,El purificador se utilizó la totalidad de tiempo de clase (sin contar tiempo de recreo),,Las ventanas estuvieron abiertas toda la jornada escolar de hoy,,La puerta estuvo abierta toda la jornada escolar de hoy,,Matutino,
9/23/2021 12:29:41,6to,B,7,No,Todas las personas en este salón utilizaron el cubre bocas continuamente el día de hoy,El purificador se utilizó la totalidad de tiempo de clase (sin contar tiempo de recreo),,Las ventanas estuvieron abiertas toda la jornada escolar de hoy,,La puerta estuvo abierta toda la jornada escolar de hoy,,Matutino,
9/23/2021 12:29:42,1ero,B,6,No,Todas las personas en este salón utilizaron el cubre bocas continuamente el día de hoy,El purificador se utilizó la totalidad de tiempo de clase (sin contar tiempo de recreo),,Las ventanas estuvieron abiertas toda la jornada escolar de hoy,,La puerta estuvo abierta toda la jornada escolar de hoy,,Matutino,
9/23/2021 12:30:21,5to,B,11,No,Todas las personas en este salón utilizaron el cubre bocas continuamente el día de hoy,El purificador se utilizó la totalidad de tiempo de clase (sin contar tiempo de recreo),,Las ventanas estuvieron abiertas toda la jornada escolar de hoy,,La puerta estuvo abierta toda la jornada escolar de hoy,,Matutino,
9/23/2021 12:31:00,6to,A,8,No,Todas las personas en este salón utilizaron el cubre bocas continuamente el día de hoy,El purificador se utilizó la totalidad de tiempo de clase (sin contar tiempo de recreo),,Las ventanas estuvieron abiertas toda la jornada escolar de hoy,,La puerta estuvo abierta toda la jornada escolar de hoy,,Matutino,
9/23/2021 12:31:37,3ero,A,4,No,Todas las personas en este salón utilizaron el cubre bocas continuamente el día de hoy,El purificador se utilizó la totalidad de tiempo de clase (sin contar tiempo de recreo),,Las ventanas estuvieron abiertas toda la jornada escolar de hoy,,La puerta estuvo abierta toda la jornada escolar de hoy,,Matutino,
9/23/2021 13:00:31,2do,A,5 alumnos ,No,Todas las personas en este salón utilizaron el cubre bocas continuamente el día de hoy,El purificador se utilizó la totalidad de tiempo de clase (sin contar tiempo de recreo),,Las ventanas estuvieron abiertas toda la jornada escolar de hoy,,La puerta estuvo abierta toda la jornada escolar de hoy,,Matutino,
9/24/2021 12:22:45,4to,A,10,No,Todas las personas en este salón utilizaron el cubre bocas continuamente el día de hoy,El purificador se utilizó la totalidad de tiempo de clase (sin contar tiempo de recreo),,Las ventanas estuvieron abiertas toda la jornada escolar de hoy,,La puerta estuvo abierta toda la jornada escolar de hoy,,Matutino,
9/24/2021 12:24:44,6to,B,15,No,Todas las personas en este salón utilizaron el cubre bocas continuamente el día de hoy,El purificador se utilizó la totalidad de tiempo de clase (sin contar tiempo de recreo),,Las ventanas estuvieron abiertas toda la jornada escolar de hoy,,La puerta estuvo abierta toda la jornada escolar de hoy,,Matutino,
9/24/2021 12:27:21,1ero,A,9,No,Todas las personas en este salón utilizaron el cubre bocas continuamente el día de hoy,El purificador se utilizó la totalidad de tiempo de clase (sin contar tiempo de recreo),,Las ventanas estuvieron abiertas toda la jornada escolar de hoy,,La puerta estuvo abierta toda la jornada escolar de hoy,,Matutino,
9/24/2021 12:28:27,4to,B,9,No sabe,Todas las personas en este salón utilizaron el cubre bocas continuamente el día de hoy,El purificador se utilizó la totalidad de tiempo de clase (sin contar tiempo de recreo),,Las ventanas estuvieron abiertas toda la jornada escolar de hoy,,La puerta estuvo abierta toda la jornada escolar de hoy,,Matutino,
9/24/2021 12:31:36,5to,B,9,No,Todas las personas en este salón utilizaron el cubre bocas continuamente el día de hoy,El purificador se utilizó la totalidad de tiempo de clase (sin contar tiempo de recreo),,Las ventanas estuvieron abiertas toda la jornada escolar de hoy,,La puerta estuvo abierta toda la jornada escolar de hoy,,Matutino,
9/24/2021 13:08:54,Otro,No aplica,5,No sabe,Todas las personas en este salón utilizaron el cubre bocas continuamente el día de hoy,El purificador se utilizó la totalidad de tiempo de clase (sin contar tiempo de recreo),,Las ventanas estuvieron abiertas toda la jornada escolar de hoy,,La puerta estuvo abierta toda la jornada escolar de hoy,,Matutino,
9/24/2021 13:44:00,2do,A,13 alumnos ,No,Todas las personas en este salón utilizaron el cubre bocas continuamente el día de hoy,El purificador se utilizó la totalidad de tiempo de clase (sin contar tiempo de recreo),,Las ventanas estuvieron abiertas toda la jornada escolar de hoy,,La puerta estuvo abierta toda la jornada escolar de hoy,,Matutino,
9/27/2021 12:20:08,5to,A,7,No,Todas las personas en este salón utilizaron el cubre bocas continuamente el día de hoy,El purificador se utilizó la totalidad de tiempo de clase (sin contar tiempo de recreo),,Las ventanas estuvieron abiertas toda la jornada escolar de hoy,,La puerta estuvo abierta toda la jornada escolar de hoy,,Matutino,
9/27/2021 12:24:10,6to,A,9,No,Todas las personas en este salón utilizaron el cubre bocas continuamente el día de hoy,El purificador se utilizó la totalidad de tiempo de clase (sin contar tiempo de recreo),,Las ventanas estuvieron abiertas toda la jornada escolar de hoy,,La puerta estuvo abierta toda la jornada escolar de hoy,,Matutino,
9/27/2021 12:24:17,3ero,A,11,No,Todas las personas en este salón utilizaron el cubre bocas continuamente el día de hoy,El purificador se utilizó la totalidad de tiempo de clase (sin contar tiempo de recreo),,Las ventanas estuvieron abiertas toda la jornada escolar de hoy,,La puerta estuvo abierta toda la jornada escolar de hoy,,Matutino,
9/27/2021 12:24:54,4to,B,8,No sabe,Todas las personas en este salón utilizaron el cubre bocas continuamente el día de hoy,El purificador se utilizó la totalidad de tiempo de clase (sin contar tiempo de recreo),,Las ventanas estuvieron abiertas toda la jornada escolar de hoy,,La puerta estuvo abierta toda la jornada escolar de hoy,,Matutino,
9/27/2021 12:25:40,3ero,B,7,No,Todas las personas en este salón utilizaron el cubre bocas continuamente el día de hoy,El purificador se utilizó la totalidad de tiempo de clase (sin contar tiempo de recreo),,Las ventanas estuvieron abiertas toda la jornada escolar de hoy,,La puerta estuvo abierta toda la jornada escolar de hoy,,Matutino,
9/27/2021 12:26:52,1ero,A,5,No,Todas las personas en este salón utilizaron el cubre bocas continuamente el día de hoy,El purificador se utilizó la totalidad de tiempo de clase (sin contar tiempo de recreo),,Las ventanas estuvieron abiertas toda la jornada escolar de hoy,,La puerta estuvo abierta toda la jornada escolar de hoy,,Matutino,
9/27/2021 12:27:26,6to,B,9,No,Todas las personas en este salón utilizaron el cubre bocas continuamente el día de hoy,El purificador se utilizó la totalidad de tiempo de clase (sin contar tiempo de recreo),,Las ventanas estuvieron abiertas toda la jornada escolar de hoy,,La puerta estuvo abierta toda la jornada escolar de hoy,,Matutino,
9/27/2021 12:28:05,5to,B,7,No,Todas las personas en este salón utilizaron el cubre bocas continuamente el día de hoy,El purificador se utilizó la totalidad de tiempo de clase (sin contar tiempo de recreo),,Las ventanas estuvieron abiertas toda la jornada escolar de hoy,,La puerta estuvo abierta toda la jornada escolar de hoy,,Matutino,
9/27/2021 12:34:50,2do,B,5,No,Todas las personas en este salón utilizaron el cubre bocas continuamente el día de hoy,El purificador se utilizó la totalidad de tiempo de clase (sin contar tiempo de recreo),,Las ventanas estuvieron abiertas toda la jornada escolar de hoy,,La puerta estuvo abierta toda la jornada escolar de hoy,,Matutino,
9/27/2021 13:48:55,2do,A,8 alumnos ,No,Todas las personas en este salón utilizaron el cubre bocas continuamente el día de hoy,El purificador se utilizó la totalidad de tiempo de clase (sin contar tiempo de recreo),,Las ventanas estuvieron abiertas toda la jornada escolar de hoy,,La puerta estuvo abierta toda la jornada escolar de hoy,,Matutino,
9/27/2021 18:07:19,1ero,B,6,No,Todas las personas en este salón utilizaron el cubre bocas continuamente el día de hoy,El purificador se utilizó la totalidad de tiempo de clase (sin contar tiempo de recreo),,Las ventanas estuvieron abiertas toda la jornada escolar de hoy,,La puerta estuvo abierta toda la jornada escolar de hoy,,Matutino,
9/28/2021 12:27:39,4to,B,8,No sabe,Todas las personas en este salón utilizaron el cubre bocas continuamente el día de hoy,El purificador se utilizó la totalidad de tiempo de clase (sin contar tiempo de recreo),,Las ventanas estuvieron abiertas toda la jornada escolar de hoy,,La puerta estuvo abierta toda la jornada escolar de hoy,,Matutino,
9/28/2021 12:28:51,6to,B,7,No,Todas las personas en este salón utilizaron el cubre bocas continuamente el día de hoy,El purificador se utilizó la totalidad de tiempo de clase (sin contar tiempo de recreo),,Las ventanas estuvieron abiertas toda la jornada escolar de hoy,,La puerta estuvo abierta toda la jornada escolar de hoy,,Matutino,
9/28/2021 12:29:29,4to,A,10,No,Todas las personas en este salón utilizaron el cubre bocas continuamente el día de hoy,El purificador se utilizó la totalidad de tiempo de clase (sin contar tiempo de recreo),,Las ventanas estuvieron abiertas toda la jornada escolar de hoy,,La puerta estuvo abierta toda la jornada escolar de hoy,,Matutino,
9/28/2021 12:30:07,3ero,A,5,No,Todas las personas en este salón utilizaron el cubre bocas continuamente el día de hoy,El purificador se utilizó la totalidad de tiempo de clase (sin contar tiempo de recreo),,Las ventanas estuvieron abiertas toda la jornada escolar de hoy,,La puerta estuvo abierta toda la jornada escolar de hoy,,Matutino,
9/28/2021 12:31:11,3ero,B,8,No,Todas las personas en este salón utilizaron el cubre bocas continuamente el día de hoy,El purificador se utilizó la totalidad de tiempo de clase (sin contar tiempo de recreo),,Las ventanas estuvieron abiertas toda la jornada escolar de hoy,,La puerta estuvo abierta toda la jornada escolar de hoy,,Matutino,
9/28/2021 12:31:15,1ero,A,8,No,Todas las personas en este salón utilizaron el cubre bocas continuamente el día de hoy,El purificador se utilizó la totalidad de tiempo de clase (sin contar tiempo de recreo),,Las ventanas estuvieron abiertas toda la jornada escolar de hoy,,La puerta estuvo abierta toda la jornada escolar de hoy,,Matutino,
9/28/2021 12:31:49,5to,B,11,No,Todas las personas en este salón utilizaron el cubre bocas continuamente el día de hoy,El purificador se utilizó la totalidad de tiempo de clase (sin contar tiempo de recreo),,Las ventanas estuvieron abiertas toda la jornada escolar de hoy,,La puerta estuvo abierta toda la jornada escolar de hoy,,Matutino,
9/28/2021 12:32:09,5to,A,9,No,Todas las personas en este salón utilizaron el cubre bocas continuamente el día de hoy,El purificador se utilizó la totalidad de tiempo de clase (sin contar tiempo de recreo),,Las ventanas estuvieron abiertas toda la jornada escolar de hoy,,La puerta estuvo abierta toda la jornada escolar de hoy,,Matutino,
9/28/2021 12:33:39,6to,A,8,No,Todas las personas en este salón utilizaron el cubre bocas continuamente el día de hoy,El purificador se utilizó la totalidad de tiempo de clase (sin contar tiempo de recreo),,Las ventanas estuvieron abiertas toda la jornada escolar de hoy,,La puerta estuvo abierta toda la jornada escolar de hoy,,Matutino,
9/28/2021 12:38:04,1ero,B,5,No,Todas las personas en este salón utilizaron el cubre bocas continuamente el día de hoy,El purificador se utilizó la totalidad de tiempo de clase (sin contar tiempo de recreo),,Las ventanas estuvieron abiertas toda la jornada escolar de hoy,,La puerta estuvo abierta toda la jornada escolar de hoy,,Matutino,
9/28/2021 13:56:00,2do,A,8 alumnos,No,Todas las personas en este salón utilizaron el cubre bocas continuamente el día de hoy,El purificador se utilizó la totalidad de tiempo de clase (sin contar tiempo de recreo),,Las ventanas estuvieron abiertas toda la jornada escolar de hoy,,La puerta estuvo abierta toda la jornada escolar de hoy,,Matutino,
9/29/2021 12:24:51,6to,A,Tres,No,Todas las personas en este salón utilizaron el cubre bocas continuamente el día de hoy,El purificador se utilizó la totalidad de tiempo de clase (sin contar tiempo de recreo),,Las ventanas estuvieron abiertas toda la jornada escolar de hoy,,La puerta estuvo abierta toda la jornada escolar de hoy,,Matutino,
9/29/2021 12:27:39,6to,B,9,No,Todas las personas en este salón utilizaron el cubre bocas continuamente el día de hoy,El purificador se utilizó la totalidad de tiempo de clase (sin contar tiempo de recreo),,Las ventanas estuvieron abiertas toda la jornada escolar de hoy,,La puerta estuvo abierta toda la jornada escolar de hoy,,Matutino,
9/29/2021 12:29:24,3ero,A,11,No,Todas las personas en este salón utilizaron el cubre bocas continuamente el día de hoy,El purificador se utilizó la totalidad de tiempo de clase (sin contar tiempo de recreo),,Las ventanas estuvieron abiertas toda la jornada escolar de hoy,,La puerta estuvo abierta toda la jornada escolar de hoy,,Matutino,
9/29/2021 12:29:45,4to,B,8,No sabe,Todas las personas en este salón utilizaron el cubre bocas continuamente el día de hoy,El purificador se utilizó la totalidad de tiempo de clase (sin contar tiempo de recreo),,Las ventanas estuvieron abiertas toda la jornada escolar de hoy,,La puerta estuvo abierta toda la jornada escolar de hoy,,Matutino,
9/29/2021 12:29:55,1ero,A,7,No,Todas las personas en este salón utilizaron el cubre bocas continuamente el día de hoy,El purificador se utilizó la totalidad de tiempo de clase (sin contar tiempo de recreo),,Las ventanas estuvieron abiertas toda la jornada escolar de hoy,,La puerta estuvo abierta toda la jornada escolar de hoy,,Matutino,
9/29/2021 13:29:37,2do,A,8 alumnos ,No,Todas las personas en este salón utilizaron el cubre bocas continuamente el día de hoy,El purificador se utilizó la totalidad de tiempo de clase (sin contar tiempo de recreo),,Las ventanas estuvieron abiertas toda la jornada escolar de hoy,,La puerta estuvo abierta toda la jornada escolar de hoy,,Matutino,
9/29/2021 15:06:06,2do,B,5,No,Todas las personas en este salón utilizaron el cubre bocas continuamente el día de hoy,El purificador se utilizó la totalidad de tiempo de clase (sin contar tiempo de recreo),,Las ventanas estuvieron abiertas toda la jornada escolar de hoy,,La puerta estuvo abierta toda la jornada escolar de hoy,,Matutino,
9/29/2021 16:45:40,1ero,B,9,No,Todas las personas en este salón utilizaron el cubre bocas continuamente el día de hoy,El purificador se utilizó la totalidad de tiempo de clase (sin contar tiempo de recreo),,Las ventanas estuvieron abiertas toda la jornada escolar de hoy,,La puerta estuvo abierta toda la jornada escolar de hoy,,Matutino,
9/30/2021 9:15:11,5to,A,7,No,Todas las personas en este salón utilizaron el cubre bocas continuamente el día de hoy,El purificador se utilizó la totalidad de tiempo de clase (sin contar tiempo de recreo),,Las ventanas estuvieron abiertas toda la jornada escolar de hoy,,La puerta estuvo abierta toda la jornada escolar de hoy,,Matutino,
9/30/2021 12:27:16,3ero,A,5,No,Todas las personas en este salón utilizaron el cubre bocas continuamente el día de hoy,El purificador se utilizó la totalidad de tiempo de clase (sin contar tiempo de recreo),,Las ventanas estuvieron abiertas toda la jornada escolar de hoy,,La puerta estuvo abierta toda la jornada escolar de hoy,,Matutino,
9/30/2021 12:27:28,4to,B,8,No sabe,Todas las personas en este salón utilizaron el cubre bocas continuamente el día de hoy,El purificador se utilizó la totalidad de tiempo de clase (sin contar tiempo de recreo),,Las ventanas estuvieron abiertas toda la jornada escolar de hoy,,La puerta estuvo abierta toda la jornada escolar de hoy,,Matutino,
9/30/2021 12:27:40,5to,B,11,No,Todas las personas en este salón utilizaron el cubre bocas continuamente el día de hoy,El purificador se utilizó la totalidad de tiempo de clase (sin contar tiempo de recreo),,Las ventanas estuvieron abiertas toda la jornada escolar de hoy,,La puerta estuvo abierta toda la jornada escolar de hoy,,Matutino,
9/30/2021 12:28:03,1ero,B,5,No,Todas las personas en este salón utilizaron el cubre bocas continuamente el día de hoy,El purificador se utilizó la totalidad de tiempo de clase (sin contar tiempo de recreo),,Las ventanas estuvieron abiertas toda la jornada escolar de hoy,,La puerta estuvo abierta toda la jornada escolar de hoy,,Matutino,
9/30/2021 12:28:40,6to,B,7,No,Todas las personas en este salón utilizaron el cubre bocas continuamente el día de hoy,El purificador se utilizó la totalidad de tiempo de clase (sin contar tiempo de recreo),,Las ventanas estuvieron abiertas toda la jornada escolar de hoy,,La puerta estuvo abierta toda la jornada escolar de hoy,,Matutino,
9/30/2021 12:30:10,6to,A,7,No,Todas las personas en este salón utilizaron el cubre bocas continuamente el día de hoy,El purificador se utilizó la totalidad de tiempo de clase (sin contar tiempo de recreo),,Las ventanas estuvieron abiertas toda la jornada escolar de hoy,,La puerta estuvo abierta toda la jornada escolar de hoy,,Matutino,
9/30/2021 12:32:23,3ero,B,8,No,Todas las personas en este salón utilizaron el cubre bocas continuamente el día de hoy,El purificador se utilizó la totalidad de tiempo de clase (sin contar tiempo de recreo),,Las ventanas estuvieron abiertas toda la jornada escolar de hoy,,La puerta estuvo abierta toda la jornada escolar de hoy,,Matutino,
